date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand
2022-05-14 10:11:56.914288,30.58472685635918,6.786844618818696,1,0,2.5024636658836807,0,1145,1145.0
2022-05-15 10:11:56.914286,15.4650686212835,9.716519954037167,1,0,1.871179701151081,0,1179,1145.0
2022-05-16 10:11:56.914285,10.786525222541337,1.0998357092276891,0,0,1.1491595301595114,0,973,1179.0
2022-05-17 10:11:56.914283,23.64815416797147,9.57813569328806,0,0,0.8914141277295206,0,969,973.0
2022-05-18 10:11:56.914282,13.861390511387913,4.693826430867088,0,0,0.7377114796641836,0,873,969.0
2022-05-19 10:11:56.914281,14.674082315677506,0.7519465243805007,0,0,2.7048571215630313,0,905,873.0
2022-05-20 10:11:56.914279,20.55869234062945,2.664046186028206,0,0,1.4488503437693279,0,944,905.0
2022-05-21 10:11:56.914278,25.138812487847655,0.7648360344172562,1,0,1.5716850677897685,0,1282,944.0
2022-05-22 10:11:56.914276,22.30885280018967,0.39266433431669845,1,0,1.1907379423020266,0,1305,1282.0
2022-05-23 10:11:56.914275,26.102976692730103,14.643975928546979,0,0,0.7775124526766133,0,1038,1305.0
2022-05-24 10:11:56.914273,32.82623697937525,1.6896753641896576,0,0,1.6183631953443873,0,939,1038.0
2022-05-25 10:11:56.914272,29.277602732211943,1.0013437241723415,0,0,0.9400835404980004,0,938,939.0
2022-05-26 10:11:56.914270,17.209030485013248,0.7228397675345692,0,0,2.200127642425646,0,925,938.0
2022-05-27 10:11:56.914269,20.386033601349524,5.18096307612789,0,0,2.3961957150272903,0,950,925.0
2022-05-28 10:11:56.914267,18.287260881604418,18.083048871241672,1,0,2.137232427746458,0,1204,950.0
2022-05-29 10:11:56.914266,19.158167368548924,12.852979601662561,1,0,2.8621230075042203,0,1155,1204.0
2022-05-30 10:11:56.914264,17.804883447934753,1.3382255668450083,0,0,0.635099840226308,0,881,1155.0
2022-05-31 10:11:56.914263,24.511146065573193,0.028732898156119815,0,0,1.560091181122052,0,970,881.0
2022-06-01 10:11:56.914261,12.823793208510217,13.965168019078018,0,0,1.3301740591498,0,860,970.0
2022-06-02 10:11:56.914260,18.146871489687292,9.435933583692783,0,0,2.5777033848969846,1,1112,860.0
2022-06-03 10:11:56.914259,31.31823682512207,1.3604661466773509,0,0,1.4085383178500006,1,1067,1112.0
2022-06-04 10:11:56.914257,14.150638744238305,0.5433197546347451,1,0,1.7560055260007577,0,1127,1067.0
2022-06-05 10:11:56.914256,22.06195833556687,10.737843975927577,1,0,0.7688321285894041,0,1221,1127.0
2022-06-06 10:11:56.914254,23.77576416567278,0.8787413251084308,0,0,0.8970858255284704,0,1035,1221.0
2022-06-07 10:11:56.914253,25.06293881250646,3.425074734330609,0,0,1.5665285536868798,1,1088,1035.0
2022-06-08 10:11:56.914251,20.891628113637136,0.8888138167412301,0,0,0.8618641892249961,1,1185,1088.0
2022-06-09 10:11:56.914249,21.808027203341148,9.665090483113651,0,0,2.982504687467829,1,1016,1185.0
2022-06-10 10:11:56.914244,31.650026074238045,1.5152335455489807,0,0,0.8233372161492141,0,955,1016.0
2022-06-11 10:11:56.914217,23.442156866489093,1.5686053892944827,1,0,1.9393282046528635,0,1293,955.0
2022-06-12 10:11:56.914215,22.11474316511455,1.0240761445323339,1,0,2.4354538031037145,0,1144,1293.0
2022-06-13 10:11:56.914212,18.33262084556379,2.6086843703063396,0,0,2.3570538921181923,0,884,1144.0
2022-06-14 10:11:56.914210,24.563573637241845,4.172245234459494,0,0,1.042335878672897,0,935,884.0
2022-06-15 10:11:56.914207,26.984205410668782,5.444319764613855,0,0,0.7391573969622846,0,938,935.0
2022-06-16 10:11:56.914205,23.61633127755025,4.416189141250888,0,0,2.6431351319287146,1,1040,938.0
2022-06-17 10:11:56.914202,32.81716922729751,1.7964097899346556,0,0,2.623623059539348,0,950,1040.0
2022-06-18 10:11:56.914200,29.556262978324593,2.53864152779241,1,0,2.4365166429056107,0,1097,950.0
2022-06-19 10:11:56.914197,27.76916518033987,2.160029193409688,1,0,2.766718750516125,0,1139,1097.0
2022-06-20 10:11:56.914195,12.301491095815155,4.338081766723582,0,0,2.651632779883536,0,900,1139.0
2022-06-21 10:11:56.914193,33.80621045542813,6.22129781286095,0,0,1.8689061078864786,0,909,900.0
2022-06-22 10:11:56.914190,15.588290478749924,0.17473897993069165,0,0,1.7561351494267992,0,927,909.0
2022-06-23 10:11:56.914188,11.651328957685699,0.9244878022952132,0,0,2.199813232230164,1,1042,927.0
2022-06-24 10:11:56.914185,11.607180264588784,0.11848179139237726,0,0,1.6937477545865898,1,1147,1042.0
2022-06-25 10:11:56.914182,22.133972898949523,2.9377147521798443,1,0,1.5564140511279763,0,1249,1147.0
2022-06-26 10:11:56.914180,10.37945808550067,3.452501095123596,1,0,2.5737580553165627,0,1184,1249.0
2022-06-27 10:11:56.914177,25.88513582789545,2.1772571988211955,0,0,1.2388577550192321,0,880,1184.0
2022-06-28 10:11:56.914175,26.335592916355264,1.5612986420790267,0,0,2.2120454610719884,0,834,880.0
2022-06-29 10:11:56.914172,29.189758591167298,0.6652877961570447,0,0,2.9761563982071757,0,842,834.0
