date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand
2011-06-01 11:43:12.675747,36.701672227631015,1.079361683466751,0,0,1.8816217508388324,0,862,862.0
2011-06-02 11:43:12.675746,18.5580823455402,0.9338637056074777,0,0,0.6283533247458302,1,1051,862.0
2011-06-03 11:43:12.675744,12.943830267049604,5.090480253625193,0,0,2.7395273305238246,1,1014,1051.0
2011-06-04 11:43:12.675743,28.377785001565762,10.82784302191155,1,0,2.0047551901770473,0,1191,1014.0
2011-06-05 11:43:12.675742,16.633668613665495,3.8734304036159037,1,0,1.6696314235941276,0,1323,1191.0
2011-06-06 11:43:12.675741,17.608898778813007,1.7812948126358277,0,0,0.5895937410473293,0,1032,1323.0
2011-06-07 11:43:12.675740,24.670430808755338,7.8459744253897785,0,0,1.049366139532352,0,1043,1032.0
2011-06-08 11:43:12.675739,30.166574985417185,4.023255773759992,0,0,1.4271127713401246,0,926,1043.0
2011-06-09 11:43:12.675738,26.770623360227603,4.6071126388617625,0,0,0.968008827916669,0,920,926.0
2011-06-10 11:43:12.675737,31.32357203127612,4.325238612976541,0,0,2.4401520792881866,0,875,920.0
2011-06-11 11:43:12.675735,39.3914843752503,1.2525371463651787,1,0,2.4449925596211166,0,1203,875.0
2011-06-12 11:43:12.675734,35.13312327865433,0.21120365737981758,1,0,0.6380327258752835,0,1274,1203.0
2011-06-13 11:43:12.675733,20.650836582015895,1.1143465001727297,0,0,2.0455208944289827,0,921,1274.0
2011-06-14 11:43:12.675732,24.463240321619427,9.43515046911108,0,0,2.3938295122617697,0,905,921.0
2011-06-15 11:43:12.675731,21.944713057925302,6.1273246680015685,0,0,1.8200567985810852,0,924,905.0
2011-06-16 11:43:12.675730,22.989800842258706,4.379225700509008,0,0,1.0685378764586793,1,1063,924.0
2011-06-17 11:43:12.675729,21.365860137521704,2.310114264393482,0,0,2.26717824500956,0,867,1063.0
2011-06-18 11:43:12.675728,29.41337527868783,18.66870955753596,1,0,1.5186622183566678,0,1313,867.0
2011-06-19 11:43:12.675726,15.38855185021226,4.012957915882526,1,0,2.050773745102956,0,1229,1313.0
2011-06-20 11:43:12.675725,21.77624578762475,1.855215665832524,0,0,2.9196097407086428,0,833,1229.0
2011-06-21 11:43:12.675724,37.58188419014648,4.362180130912693,0,0,1.9994857414994889,0,908,833.0
2011-06-22 11:43:12.675723,16.980766493085966,1.4956738784447967,0,0,0.7605972609333221,0,949,908.0
2011-06-23 11:43:12.675722,26.474350002680243,2.069971937793732,0,0,0.7842317358727607,0,1057,949.0
2011-06-24 11:43:12.675721,28.530916998807335,2.3200490525564783,0,0,1.5899893156918499,0,806,1057.0
2011-06-25 11:43:12.675720,30.07552657500775,5.422756468321556,1,0,2.5857881686078343,0,1304,806.0
2011-06-26 11:43:12.675719,25.069953736364564,2.2752482592263075,1,0,1.9953126627239082,0,1261,1304.0
2011-06-27 11:43:12.675717,26.169632644009376,6.509226969939966,0,0,0.8986683426311773,0,984,1261.0
2011-06-28 11:43:12.675716,37.98003128908565,0.910573995112678,0,0,2.005799002405544,0,993,984.0
2011-06-29 11:43:12.675715,28.13058823978691,2.6815924020933197,0,0,1.1508947230354818,0,1008,993.0
2011-06-30 11:43:12.675714,26.53769179813746,0.2837750068916114,0,0,0.6632404008037415,0,999,1008.0
2011-07-01 11:43:12.675713,21.999145014676547,8.296717878097025,0,0,0.9215996109929802,0,982,999.0
2011-07-02 11:43:12.675711,29.476288364690213,0.6176694321093837,1,0,1.9726147360413764,0,1240,982.0
2011-07-03 11:43:12.675710,32.38104649280254,2.5256239229914086,1,0,1.7614985258444773,0,1252,1240.0
2011-07-04 11:43:12.675709,28.339597533060296,5.178650825780691,0,0,3.0507316446541397,0,939,1252.0
2011-07-05 11:43:12.675708,39.38060307275701,0.07033197413989935,0,0,2.647540300294128,1,988,939.0
2011-07-06 11:43:12.675707,35.46751557398951,3.969321700926849,0,0,0.8331061732826129,0,989,988.0
2011-07-07 11:43:12.675706,33.32299821640784,0.8771813293937109,0,0,2.6038947428906103,0,934,989.0
2011-07-08 11:43:12.675704,14.761789314978186,1.0561721463360911,0,0,1.282614467073612,0,997,934.0
2011-07-09 11:43:12.675703,40.567452546513756,8.835860472873142,1,0,1.0966245122660294,0,1292,997.0
2011-07-10 11:43:12.675702,18.705948574499907,8.504544382638546,1,0,1.2644492674301233,0,1219,1292.0
2011-07-11 11:43:12.675701,13.981594749222838,2.3336814019400394,0,0,1.5809648364710949,0,916,1219.0
2011-07-12 11:43:12.675700,13.92861631750654,4.06347389320791,0,0,0.8125548635214745,0,939,916.0
2011-07-13 11:43:12.675699,26.560767478739425,8.581145924698381,0,0,2.957688472746863,0,1008,939.0
2011-07-14 11:43:12.675698,12.455349702600802,1.3499054748395694,0,0,0.7754322255065581,1,1121,1008.0
2011-07-15 11:43:12.675697,31.062162993474537,17.665495667270395,0,0,1.2296441505212456,0,905,1121.0
2011-07-16 11:43:12.675695,31.602711499626317,4.049540426511434,1,0,2.116884440588815,0,1270,905.0
2011-07-17 11:43:12.675694,35.02771030940075,5.350158493267325,1,0,2.6925820840578085,0,1155,1270.0
2011-07-18 11:43:12.675693,19.48026481447641,1.0010544981959675,0,0,0.8393506461154034,0,1016,1155.0
2011-07-19 11:43:12.675692,16.64290818442547,5.2902391891606415,0,0,1.416113832309311,0,1001,1016.0
2011-07-20 11:43:12.675691,39.13587521516585,11.11854964621268,0,0,3.076324384865164,0,864,1001.0
2011-07-21 11:43:12.675690,22.96443397431653,1.7185402471414546,0,0,0.6014949596492801,0,974,864.0
2011-07-22 11:43:12.675689,29.412519586412547,1.659336268178679,0,0,3.1347852546101604,0,920,974.0
2011-07-23 11:43:12.675687,26.836710626538963,5.8249437702891935,1,0,2.3447119814684383,0,1194,920.0
2011-07-24 11:43:12.675686,36.738280857173116,0.2754560104403871,1,0,1.718876730861271,1,1371,1194.0
2011-07-25 11:43:12.675685,27.09273374117104,3.725041480248511,0,0,2.290612157623684,0,956,1371.0
2011-07-26 11:43:12.675684,32.125615490990924,1.5664243373764517,0,0,0.8299179835582752,0,981,956.0
2011-07-27 11:43:12.675683,25.3813301489754,0.9787163310325693,0,0,1.9866031220277929,0,981,981.0
2011-07-28 11:43:12.675682,13.510227681031997,6.52319484280445,0,0,3.129142526785912,0,859,981.0
2011-07-29 11:43:12.675681,35.554604755581195,3.0552348254668513,0,0,2.42737594995631,0,998,859.0
2011-07-30 11:43:12.675679,41.315079899821434,3.3332302539661973,1,0,0.5817678166016976,0,1387,998.0
2011-07-31 11:43:12.675678,15.885054794312758,3.5017846979591964,1,0,1.9927102356050876,0,1240,1387.0
2011-08-01 11:43:12.675677,12.759542975252572,4.868595928405549,0,0,1.484958570966483,0,989,1240.0
2011-08-02 11:43:12.675676,30.38729754706801,0.9835558131980238,0,0,3.159891973010583,0,930,989.0
2011-08-03 11:43:12.675675,13.104953699462664,6.362278317412536,0,0,2.870404350596733,0,919,930.0
2011-08-04 11:43:12.675674,38.37496618529669,3.510729718738563,0,0,3.1982674680260867,1,1032,919.0
2011-08-05 11:43:12.675672,39.61567968563424,1.4357914025932628,0,0,2.1695437968965705,0,927,1032.0
2011-08-06 11:43:12.675671,36.49416973482394,5.998172252139473,1,0,0.6632478977514906,0,1304,927.0
2011-08-07 11:43:12.675670,28.765878261099733,7.600182686858775,1,0,2.560127409855557,0,1253,1304.0
2011-08-08 11:43:12.675669,18.276537339680605,0.0951424947223677,0,0,1.8849829160600025,0,1010,1253.0
2011-08-09 11:43:12.675668,30.975657204926993,2.742416895155292,0,0,1.3745626026764963,0,916,1010.0
2011-08-10 11:43:12.675667,18.493522887886634,4.598995258849418,0,0,1.0216893758470649,0,911,916.0
2011-08-11 11:43:12.675666,19.266037431835286,5.109111851493878,0,0,2.1576248249150622,0,773,911.0
2011-08-12 11:43:12.675665,21.412840034226168,0.15645012094551106,0,0,1.831801361020128,0,908,773.0
2011-08-13 11:43:12.675663,13.19679403219477,0.21497749692448068,1,0,0.603434969192431,1,1423,908.0
2011-08-14 11:43:12.675662,28.726076160163768,7.300577560869358,1,0,0.9556058620824627,0,1322,1423.0
2011-08-15 11:43:12.675661,28.421962334377614,1.5335113645481597,0,0,2.9765347227448693,0,875,1322.0
2011-08-16 11:43:12.675660,17.31739214788614,0.03005336679164701,0,0,0.842686777116123,0,943,875.0
2011-08-17 11:43:12.675659,20.352189184741764,5.009472603288011,0,0,2.1049294651619634,0,902,943.0
2011-08-18 11:43:12.675658,15.836728207672188,0.11401927688490561,0,0,3.1036397124134436,0,935,902.0
2011-08-19 11:43:12.675657,22.493739276165147,14.125669813934314,0,0,0.6061779967316604,0,1037,935.0
2011-08-20 11:43:12.675656,12.750380697548366,4.541984630879333,1,0,2.2906501600059674,0,1275,1037.0
2011-08-21 11:43:12.675654,26.115712356047798,7.547776192293868,1,0,2.542214596307265,0,1262,1275.0
2011-08-22 11:43:12.675653,29.906008140702507,0.2938701807840255,0,0,2.449234107839575,0,1005,1262.0
2011-08-23 11:43:12.675652,22.732189601030328,1.6772324324454733,0,0,2.2904396925091075,0,892,1005.0
2011-08-24 11:43:12.675651,21.49632529899884,0.12761476244037584,0,0,0.8762463042299252,0,984,892.0
2011-08-25 11:43:12.675650,22.82495269585681,1.6949770666344182,0,0,0.5615166342424075,0,935,984.0
2011-08-26 11:43:12.675649,18.463422134177158,1.5741170315133077,0,0,1.329914766070741,0,936,935.0
2011-08-27 11:43:12.675648,39.33017585054052,9.268276547137383,1,0,1.315814166757871,0,1272,936.0
2011-08-28 11:43:12.675647,14.480466317348041,10.302640181960747,1,0,1.811789445513173,0,1283,1272.0
2011-08-29 11:43:12.675645,25.83771492948868,4.85975292197541,0,0,1.345287392199563,0,960,1283.0
2011-08-30 11:43:12.675644,25.997452475976285,2.31787166942101,0,0,1.1048068728752094,0,909,960.0
2011-08-31 11:43:12.675643,18.10385494565393,0.8131933046363624,0,0,2.4063337990389337,0,935,909.0
2011-09-01 11:43:12.675642,24.7519897373402,5.168558743071742,0,0,2.603563338777364,0,831,935.0
2011-09-02 11:43:12.675641,25.707240691531396,9.240340853813274,0,0,1.5651274014468994,0,978,831.0
2011-09-03 11:43:12.675640,27.406943524364475,0.32392818248827454,1,0,1.39620000460335,0,1261,978.0
2011-09-04 11:43:12.675639,36.58660204227096,2.792343501525256,1,0,3.1251855941638182,0,1192,1261.0
2011-09-05 11:43:12.675638,37.21746362370593,5.7921453389836906,0,0,3.0666593390825088,0,888,1192.0
2011-09-06 11:43:12.675636,34.06495935332167,14.645488242178066,0,0,2.0003981463306055,1,1053,888.0
2011-09-07 11:43:12.675635,25.12614272039709,6.079542215891583,0,0,0.6381475742614153,0,959,1053.0
2011-09-08 11:43:12.675634,21.56084086265686,5.259433003601009,0,0,2.5279194584561395,0,892,959.0
2011-09-09 11:43:12.675633,18.597393982030887,11.539043586874836,0,0,2.6729435506561257,0,950,892.0
2011-09-10 11:43:12.675632,12.914080204520157,1.0605162142327402,1,0,2.3008413179243816,0,1200,950.0
2011-09-11 11:43:12.675631,25.977947171540787,0.8548319345637833,1,0,2.387421891111951,1,1352,1200.0
2011-09-12 11:43:12.675630,18.45162537962266,1.4951756943659313,0,0,1.9311586929048872,1,1113,1352.0
2011-09-13 11:43:12.675628,12.017795439143761,2.1030556024276024,0,0,1.1480891364819594,0,999,1113.0
2011-09-14 11:43:12.675627,35.53823009508832,7.471971984810644,0,0,0.8089949007746514,0,988,999.0
2011-09-15 11:43:12.675626,26.973101840536106,5.748106304639327,0,0,3.0986696254085913,0,943,988.0
